CLIENTE;IDENTIFICACION;DOCUMENTO;PAIS;CANAL;FORMA DE PAGO;PRODUCTO;VENDEDOR;FECHA;VENTAS;CANTIDAD;DESCUENTO_PORCENTAJE;PRECIO_UNITARIO
Cencosud;901776453.0;FV 141417;Mexico;Telefono;Tarjeta de Credito;Guayos Nike Cr-83;Hernando Portilla;2019-06-15;130017;10;5.3;13002
Soriana;901345679.0;FV 43927;Panama;APP;Tarjeta de Credito;Alivio de mordedura de insectos;Patricia Angarita;2024-07-09;75000;6;0.0;12500
Grupo Éxito;809765231.0;FV 143680;Ecuador;Telefono;Transferencia Electronica;Guayos Nike Cr-80;Hernando Portilla;2019-12-01;14489;1;7.9;14489
Makro;902765200.0;FV 123496;Peru;Telefono;Cheque;Lámpara EverGlow;Viviana Cano;2015-09-23;9614;1;5.7;9614
Tiendas San Francisco;897345600.0;FV 148772;Peru;Telefono;Cheque;Guayos Nike Cr-108;Guillermo Benavides;2020-12-10;33216;4;10.7;8304
Hipermaxi;899453679.0;FV 137690;Nicaragua;Punto de Venta;Efectivo;Guayos Nike Cr-37;Guillermo Benavides;2018-09-10;51238;13;0.0;3941
Tiendas Olímpica;901765437.0;FV 138651;Nicaragua;Punto de Venta;Efectivo;Pantaloneta;Viviana Cano;2018-11-23;4818;2;6.4;2409
Hipermaxi;899453679.0;FV 142209;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-20;Guillermo Benavides;2019-08-12;55048;12;0.0;4587
Walmart;890342123.0;FV 126810;Nicaragua;Telefono;Efectivo;Guayos Nike Cr-25;Viviana Cano;2016-07-06;132222;11;8.3;12020
Unimarc;900434592.0;FV 144264;Guatemala;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-39;Guillermo Benavides;2020-01-12;61727;9;14.9;6859
Ara;901001382.0;FV 56743;nicaragua;Redes Sociales;Cheque;Guantes de Arquero Nike;Bernardo Cifuentes;2021-12-28;19150;10;0.0;1915
Ara;901001382.0;FV 106616;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-37;Hernando Portilla;2009-05-20;8146;3;0.0;2715
Soriana;901345679.0;FV 139046;Guatemala;Telefono;Tarjeta de Credito;Star Gazer 3;Lidia Bueno;2018-12-23;68698;7;6.5;9814
Soriana;901345679.0;FV 111467;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-85;Hernando Portilla;2011-10-21;71950;6;0.0;11992
Supermercados Peruanos;896789012.0;FV 64638;Guatemala;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Lidia Bueno;2022-11-21;22700;6;10.0;3783
Walmart;890342123.0;FV 67717;Peru;Redes Sociales;Transferencia Electronica;Pantaloneta;Hernando Portilla;2023-04-11;29750;8;7.9;3719
La Anónima;897564399.0;FV 116201;Peru;Punto de Venta;Transferencia Electronica;Arnés Extremo Husky;Bernardo Cifuentes;2013-05-26;3127;1;6.6;3127
Super 99;899087237.0;FV 56958;Ecuador;Redes Sociales;Cheque;Guantes de Arquero Nike;Lidia Bueno;2022-01-08;14100;6;0.0;2350
Carrefour;900348761.0;FV 124853;Nicaragua;Punto de Venta;Cheque;Kit de alivio compacto;Lidia Bueno;2016-02-09;190240;14;10.1;13589
Grupo Éxito;809765231.0;FV 132071;Honduras;Telefono;Cheque;Camiseta Deportiva;Hernando Portilla;2017-07-21;17142;6;0.0;2857
Automercados Plaza's;891009100.0;FV 139811;Panama;Punto de Venta;Efectivo;Pantaloneta;Lidia Bueno;2019-02-16;182151;14;5.7;13011
Soriana;901345679.0;FV 143985;Honduras;Telefono;Cheque;Guayos Nike Cr-113;Guillermo Benavides;2019-12-22;66441;7;0.0;9492
Unimarc;900434592.0;FV 125241;Guatemala;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-90;Hernando Portilla;2016-03-09;48301;5;0.0;9660
Ara;901001382.0;FV 71084;Peru;Redes Sociales;Cheque;Bolsa de golf Course Pro;Lidia Bueno;2023-08-10;15900;8;0.0;1988
Super Selectos;901457120.0;FV 122942;Colombia;Punto de Venta;Cheque;Guantes de Arquero Nike;Hernando Portilla;2015-07-17;172214;13;0.0;13247
Carrefour;900348761.0;FV 142428;Peru;Telefono;Efectivo;GPS glaciar;Viviana Cano;2019-08-30;70144;15;0.0;4676
Walmart;890342123.0;FV 108971;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-107;Viviana Cano;2010-07-24;111762;12;0.0;9314
Hipermaxi;899453679.0;FV 62571;Nicaragua;Redes Sociales;Transferencia Electronica;Sudadera Puma;Hernando Portilla;2022-08-01;55000;2;6.6;27500
Carrefour;900348761.0;FV 51402;MEXICO;Redes Sociales;Transferencia Electronica;Arnés Extremo Husky;Hernando Portilla;2021-04-24;45950;10;0.0;4595
Walmart;890342123.0;FV 57866;Honduras;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Lidia Bueno;2022-02-07;55000;6;0.0;9167
Carrefour;900348761.0;FV 121918;Ecuador;Telefono;Transferencia Electronica;Guayos Nike Cr-109;Bernardo Cifuentes;2015-03-24;108816;14;6.8;7773
Automercados Plaza's;891009100.0;FV 55188;Mexico;Teléfono;Cheque;Bolsa de golf Course Pro;Guillermo Benavides;2021-11-04;13050;8;0.0;1631
Hipermaxi;899453679.0;FV 72345;Honduras;Redes Sociales;Cheque;Guayos Nike Cr-99;Viviana Cano;2023-11-23;54000;3;7.5;18000
Carrefour;900348761.0;FV 105359;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-97;Viviana Cano;2008-10-08;36338;9;0.0;4038
Tiendas Olímpica;901765437.0;FV 148686;Mexico;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-52;Hernando Portilla;2020-12-01;64646;9;0.0;7183
Supermercados Peruanos;896789012.0;FV 111892;Ecuador;Telefono;Cheque;Casco de escalada de granito;Bernardo Cifuentes;2012-01-05;47809;11;0.0;4346
Hipermaxi;899453679.0;FV 53148;Peru;APP;Transferencia Electronica;Termo de Bicicleta;Armando Casas;2021-06-04;55000;6;14.8;9167
Tiendas Olímpica;901765437.0;FV 42091;Peru;Punto de Venta;Efectivo;GPS glaciar;Hernando Portilla;2024-06-03;N/A;13;0.0;11804
Carrefour;900348761.0;FV 140150;Panama;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-43;Viviana Cano;2019-03-14;102627;12;5.0;8552
Tiendas Olímpica;901765437.0;FV 106634;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-96;Hernando Portilla;2009-05-24;58090;8;0.0;7261
Makro;902765200.0;FV 101913;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-32;Viviana Cano;2006-06-24;47333;13;0.0;3641
Grupo Éxito;809765231.0;FV 116034;Colombia;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-39;Viviana Cano;2013-05-07;28144;4;0.0;7036
Tiendas Olímpica;901765437.0;FV 138734;Guatemala;Punto de Venta;Tarjeta de Credito;Loción BugShield;Guillermo Benavides;2018-11-30;111813;10;10.6;11181
Walmart;890342123.0;FV 70985;Guatemala ;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Lidia Bueno;2023-07-29;37450;13;0.0;2881
La Anónima;897564399.0;FV 146830;Panama;Punto de Venta;Cheque;Guayos Nike Cr-88;Guillermo Benavides;2020-07-19;7024;2;0.0;3512
Soriana;901345679.0;FV 59545;Colombia;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Lidia Bueno;2022-04-05;27450;6;0.0;4575
Jumbo;901345871.0;FV 127515;Mexico;Punto de Venta;Efectivo;Guayos Nike Cr-22;Lidia Bueno;2016-08-25;88831;9;0.0;9870
Super 99;899087237.0;FV 43653;Peru;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Hernando Portilla;2024-08-15;91200;6;0.0;15200
Cencosud;901776453.0;FV 114412;Peru;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-66;Hernando Portilla;2012-10-28;38798;10;0.0;3880
Tiendas Olímpica;901765437.0;FV 66516;Colombia;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Patricia Angarita;2023-02-24;35100;10;0.0;3510
Cencosud;901776453.0;FV 104067;Ecuador;Punto de Venta;Transferencia Electronica;Lámpara EverGlow;Hernando Portilla;2008-02-11;65362;11;0.0;5942
Unimarc;900434592.0;FV 130715;Peru;Telefono;Cheque;Guayos Nike Cr-91;Lidia Bueno;2017-04-14;42611;3;0.0;14204
Walmart;890342123.0;FV 54874;Panama;Redes Sociales;Tarjeta de Credito;Loción BugShield;Lidia Bueno;2021-10-24;55000;8;0.0;6875
Gessa;901324700.0;FV 100819;Ecuador;Punto de Venta;Cheque;Balon de Futbol Adidas;Viviana Cano;2005-08-19;135804;12;0.0;11317
Super 99;;FV 143271;Mexico;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-22;Viviana Cano;2019-11-01;52394;12;0.0;4366
Tiendas Olímpica;901765437.0;FV 142832;Guatemala;Telefono;Efectivo;Guayos Nike Cr-55;Guillermo Benavides;2019-09-29;62654;6;17.3;10442
Jumbo;901345871.0;FV 104917;Ecuador;Punto de Venta;Tarjeta de Credito;TrailChef Double Flame;Viviana Cano;2008-07-17;102128;11;0.0;9284
Super 99;899087237.0;FV 122074;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-54;Hernando Portilla;2015-04-11;157228;13;0.0;12094
Tiendas Olímpica;901765437.0;FV 135860;Honduras;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-12;Guillermo Benavides;2018-04-22;12535;1;0.0;12535
Makro;902765200.0;FV 71314;Panama;Redes Sociales;Cheque;Guantes de Arquero Nike;Viviana Cano;2023-09-06;15550;10;0.0;1555
Walmart;890342123.0;FV 136062;Honduras;Punto de Venta;Cheque;Guayos Nike Cr-40;Viviana Cano;2018-05-08;33737;12;0.0;2811
Gessa;901324700.0;FV 106907;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-55;Viviana Cano;2009-07-13;N/A;15;0.0;13156
Super 99;899087237.0;FV 126278;Mexico;Telefono;Efectivo;Guayos Nike Cr-28;Bernardo Cifuentes;2016-05-26;23769;3;0.0;7923
;900348761.0;FV 144319;Guatemala;Telefono;Tarjeta de Credito;Guayos Nike Cr-54;Hernando Portilla;2020-01-16;25861;8;0.0;3233
Hipermaxi;899453679.0;FV 53956;Ecuador;Punto de Venta;Efectivo;GPS glaciar;Bernardo Cifuentes;2021-06-24;161550;13;7.9;12427
Walmart;890342123.0;FV 66860;Honduras;Redes Sociales;Transferencia Electronica;Loción BugShield;Lidia Bueno;2023-03-11;43000;10;0.0;4300
Grupo Éxito;809765231.0;FV 101804;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-88;Viviana Cano;2006-05-27;62151;12;0.0;5179
Makro;902765200.0;FV 129806;Guatemala;Telefono;Cheque;Guayos Nike Cr-96;Lidia Bueno;2017-02-11;49459;10;0.0;4946
Walmart;890342123.0;FV 55385;Panama;Redes Sociales;Transferencia Electronica;Sudadera Puma;Hernando Portilla;2021-11-11;55000;2;0.0;27500
Super Selectos;901457120.0;FV 59672;Mexico;Teléfono;Cheque;Guantes de Arquero Nike;Patricia Angarita;2022-04-11;19900;8;8.4;2488
Cencosud;901776453.0;FV 66818;Guatemala;Redes Sociales;Transferencia Electronica;Sudadera Puma;Viviana Cano;2023-03-09;55000;6;8.8;9167
Ara;901001382.0;FV 103874;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-25;Hernando Portilla;2008-01-08;23059;2;0.0;11530
Carrefour;900348761.0;FV 68313;Honduras;Punto de Venta;Efectivo;GPS glaciar;Patricia Angarita;2023-04-27;143850;13;0.0;11065
Tiendas Olímpica;901765437.0;FV 64759;Colombia;Redes Sociales;Cheque;Guantes de Arquero Nike;Patricia Angarita;2022-11-29;15400;2;0.0;7700
Hipermaxi;899453679.0;FV 105634;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-57;Viviana Cano;2008-11-27;24309;3;0.0;8103
Bodega Aurrerá;890457811.0;FV 120010;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-93;Hernando Portilla;2014-08-12;195415;15;12.1;13028
Hipermaxi;899453679.0;FV 69662;Peru;Redes Sociales;Transferencia Electronica;Juego TrailChef Deluxe Cook;Hernando Portilla;2023-05-31;55000;6;7.0;9167
Carrefour;900348761.0;FV 56359;Peru;Redes Sociales;Transferencia Electronica;Balon de Microfutbol Golty;Viviana Cano;2021-12-14;55000;2;0.0;27500
Grupo Éxito;809765231.0;FV 131271;Colombia;Telefono;Transferencia Electronica;Termo de Bicicleta;Guillermo Benavides;2017-05-24;27462;4;0.0;6866
Carrefour;900348761.0;FV 54884;Honduras;Redes Sociales;Transferencia Electronica;Pantaloneta;Bernardo Cifuentes;2021-10-24;33350;10;0.0;3335
Gessa;901324700.0;FV 136974;Honduras;Telefono;Transferencia Electronica;Guayos Nike Cr-122;Viviana Cano;2018-07-18;121212;12;5.8;10101
Bodega Aurrerá;890457811.0;FV 142416;Colombia;Punto de Venta;Cheque;Guayos Nike Cr-18;Lidia Bueno;2019-08-30;54497;15;0.0;3633
Makro;902765200.0;FV 122302;Colombia;Telefono;Tarjeta de Credito;Guayos Nike Cr-27;Bernardo Cifuentes;2015-05-08;142562;11;6.1;12960
Carrefour;900348761.0;FV 106942;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-73;Viviana Cano;2009-07-19;117998;15;12.8;7867
La Anónima;897564399.0;FV 43661;Honduras;Punto de Venta;Efectivo;Termo de Bicicleta;Patricia Angarita;2024-08-15;89650;8;8.9;11206
Carrefour;900348761.0;FV 71538;Ecuador;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Viviana Cano;2023-10-04;52357;1;0.0;52357
Tiendas San Francisco;897345600.0;FV 141734;Panama;Telefono;Efectivo;Guayos Nike Cr-58;Hernando Portilla;2019-07-08;32357;8;0.0;4045
Bodega Aurrerá;890457811.0;FV 133769;Colombia;Telefono;Tarjeta de Credito;Gorra Deportiva;Viviana Cano;2017-11-21;111484;15;0.0;7432
Tiendas Olímpica;901765437.0;FV 53247;Ecuador;Redes Sociales;Cheque;Guantes de Arquero Nike;Lidia Bueno;2021-06-07;20000;6;0.0;3333
Bodega Aurrerá;890457811.0;FV 130524;Colombia;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-62;Viviana Cano;2017-04-02;32820;6;0.0;5470
Bodega Aurrerá;890457811.0;FV 68724;Ecuador;Redes Sociales;Transferencia Electronica;Sudadera Puma;Bernardo Cifuentes;2023-05-07;55000;2;0.0;27500
Super 99;899087237.0;FV 130063;Guatemala;Telefono;Transferencia Electronica;Camiseta Deportiva;Bernardo Cifuentes;2017-03-02;9891;3;0.0;3297
Bodega Aurrerá;890457811.0;FV 119907;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-32;Hernando Portilla;2014-07-29;61837;13;0.0;4757
Tiendas San Francisco;897345600.0;FV 104554;Ecuador;Punto de Venta;Efectivo;Guayos Nike Cr-83;Viviana Cano;2008-05-10;115791;9;0.0;12866
Hipermaxi;899453679.0;FV 57158;Nicaragua;Redes Sociales;Tarjeta de Credito;Juego TrailChef Deluxe Cook;Lidia Bueno;2022-01-15;55850;6;6.4;9308
Unimarc;900434592.0;FV 104334;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-115;Viviana Cano;2008-03-29;73195;9;9.2;8133
Gessa;901324700.0;FV 136281;Colombia;Telefono;Transferencia Electronica;Guayos Nike Cr-9;Hernando Portilla;2018-05-24;57500;5;0.0;11500
Walmart;890342123.0;FV 136676;Panama;Telefono;Tarjeta de Credito;Balon de Futbol Adidas;Guillermo Benavides;2018-06-24;118582;9;8.4;13176
Ara;901001382.0;FV 146272;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-45;Lidia Bueno;2020-06-09;78039;9;0.0;8671
Walmart;890342123.0;FV 49358;Ecuador;Teléfono;Transferencia Electronica;Termo de Bicicleta;Hernando Portilla;2021-03-02;55000;6;5.6;9167
Cencosud;901776453.0;FV 127731;Honduras;Punto de Venta;Cheque;Guayos Nike Cr-30;Guillermo Benavides;2016-09-09;89670;11;6.6;8152
Soriana;901345679.0;FV 138536;Colombia;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-95;Hernando Portilla;2018-11-15;116073;8;18.0;14509
Walmart;890342123.0;FV 45535;Guatemala;Redes Sociales;Tarjeta de Credito;Loción BugShield;Lidia Bueno;2024-10-10;55000;1;0.0;55000
Hipermaxi;899453679.0;FV 46201;Panama;Punto de Venta;Efectivo;Husky Cuerda 200;Bernardo Cifuentes;2024-11-01;152750;8;0.0;19094
Ara;;FV 41094;Colombia;Redes Sociales;Tarjeta de Credito;Alivio de mordedura de insectos;Patricia Angarita;2024-02-02;75000;6;0.0;12500
Super Selectos;901457120.0;FV 51203;Colombia;Redes Sociales;Cheque;Guantes de Arquero Nike;Patricia Angarita;2021-04-19;18900;10;0.0;1890
Automercados Plaza's;;FV 114972;Ecuador;Telefono;Transferencia Electronica;Guayos Nike Cr-8;Bernardo Cifuentes;2013-01-02;45753;14;0.0;3268
Automercados Plaza's;891009100.0;FV 46774;Panama;Punto de Venta;Efectivo;Termo de Bicicleta;Guillermo Benavides;2024-12-20;98050;10;0.0;9805
Super Selectos;901457120.0;FV 132949;Honduras;Punto de Venta;Cheque;Guayos Nike Cr-91;Guillermo Benavides;2017-09-21;49566;6;0.0;8261
Tiendas Olímpica;901765437.0;FV 135412;Mexico;Punto de Venta;Cheque;Camiseta Deportiva;Hernando Portilla;2018-03-21;150393;12;13.5;12533
Walmart;890342123.0;FV 54661;Peru;Redes Sociales;Transferencia Electronica;Pantaloneta;Viviana Cano;2021-10-17;30000;10;0.0;3000
Walmart;890342123.0;FV 124472;Ecuador;Telefono;Efectivo;Arnés Extremo Husky;Viviana Cano;2016-01-12;50891;4;0.0;12723
Super Selectos;901457120.0;FV 40986;Panama;Redes Sociales;Efectivo;Gorra Deportiva;Patricia Angarita;2024-02-02;76800;6;0.0;12800
Soriana;901345679.0;FV 107178;Ecuador;Punto de Venta;Cheque;Guayos Nike Cr-14;Hernando Portilla;2009-08-29;53695;15;0.0;3580
Carrefour;900348761.0;FV 142903;Colombia;Punto de Venta;Efectivo;Guayos Nike Cr-52;Bernardo Cifuentes;2019-10-05;71931;7;6.2;10276
Makro;902765200.0;FV 140884;Colombia;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-66;Lidia Bueno;2019-05-05;5616;1;0.0;5616
Soriana;901345679.0;FV 125831;Peru;Telefono;Cheque;Guayos Nike Cr-42;Bernardo Cifuentes;2016-04-22;195354;15;8.7;13024
Hipermaxi;899453679.0;FV 61056;guatemala;Redes Sociales;Cheque;Lámpara EverGlow;Lidia Bueno;2022-05-29;10650;8;0.0;1331
Tiendas Olímpica;901765437.0;FV 136173;Ecuador;Punto de Venta;Cheque;Camiseta Deportiva;Viviana Cano;2018-05-17;25187;6;0.0;4198
Soriana;901345679.0;FV 145764;Guatemala;Telefono;Cheque;Pantaloneta;Hernando Portilla;2020-05-06;26349;11;12.2;2395
Super 99;899087237.0;FV 144721;Honduras;Punto de Venta;Cheque;Guayos Nike Cr-63;Viviana Cano;2020-02-13;71670;6;0.0;11945
Makro;902765200.0;FV 122191;Ecuador;Punto de Venta;Transferencia Electronica;Kit de alivio compacto;Hernando Portilla;2015-04-24;67167;13;0.0;5167
Soriana;901345679.0;FV 64399;Ecuador;Redes Sociales;Transferencia Electronica;Camiseta Deportiva;Hernando Portilla;2022-11-06;25200;13;7.0;1938
Automercados Plaza's;891009100.0;FV 43626;Peru;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Patricia Angarita;2024-08-15;95200;6;14.1;15867
Automercados Plaza's;891009100.0;FV 50893;Ecuador;Redes Sociales;Cheque;Guantes de Arquero Nike;Viviana Cano;2021-04-12;21800;2;0.0;10900
;901457120.0;FV 129119;Colombia;Telefono;Tarjeta de Credito;Guayos Nike Cr-85;Viviana Cano;2016-12-23;47008;14;18.5;3358
Cencosud;901776453.0;FV 131738;Nicaragua;Telefono;Cheque;Martillo de granito;Bernardo Cifuentes;2017-06-27;56526;10;0.0;5653
Supermercados Peruanos;896789012.0;FV 117623;Peru;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-80;Bernardo Cifuentes;2013-11-04;20126;2;0.0;10063
Tiendas Olímpica;901765437.0;FV 41581;Panama;Punto de Venta;Efectivo;GPS glaciar;Patricia Angarita;2024-05-16;191500;13;0.0;14731
Makro;902765200.0;FV 110469;Ecuador;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-58;Hernando Portilla;2011-04-22;25954;5;13.8;5191
Grupo Éxito;809765231.0;FV 116140;Ecuador;Punto de Venta;Tarjeta de Credito;Pantaloneta;Hernando Portilla;2013-05-19;47703;5;0.0;9541
Hipermaxi;899453679.0;FV 53835;Peru;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Patricia Angarita;2021-06-21;112800;6;0.0;18800
Hipermaxi;899453679.0;FV 58343;Ecuador;Redes Sociales;Tarjeta de Credito;Termo de Bicicleta;Patricia Angarita;2022-02-24;67550;10;7.3;6755
La Anónima;897564399.0;FV 127409;Guatemala;Punto de Venta;Efectivo;Guayos Nike Cr-120;Viviana Cano;2016-08-18;45820;5;0.0;9164
Soriana;901345679.0;FV 138873;Colombia;Telefono;Cheque;Guayos Nike Cr-68;Viviana Cano;2018-12-12;218231;15;0.0;14549
Hipermaxi;899453679.0;FV 72119;Ecuador;Redes Sociales;Transferencia Electronica;Guantes de Arquero Nike;Bernardo Cifuentes;2023-11-09;65700;2;0.0;32850
Tiendas Olímpica;901765437.0;FV 52649;Nicaragua;Redes Sociales;Transferencia Electronica;Kit de cocina TrailChef;Viviana Cano;2021-05-23;49900;6;0.0;8317
Gessa;901324700.0;FV 142978;Ecuador;Punto de Venta;Tarjeta de Credito;Guayos Nike Cr-44;Viviana Cano;2019-10-09;96015;14;0.0;6858
Supermercados Peruanos;896789012.0;FV 136442;Panama;Punto de Venta;Cheque;Loción BugShield;Hernando Portilla;2018-06-08;36544;4;0.0;9136
Tiendas Olímpica;901765437.0;FV 57847;Honduras;Teléfono;Cheque;Lámpara EverGlow;Lidia Bueno;2022-02-07;17700;8;5.5;2212
Ara;901001382.0;FV 144417;Guatemala;Telefono;Efectivo;Guayos Nike Cr-83;Hernando Portilla;2020-01-23;32716;3;0.0;10905
Automercados Plaza's;891009100.0;FV 67355;Ecuador;Punto de Venta;Efectivo;Mochila Canyon Mula Weekender;Hernando Portilla;2023-04-02;203300;13;0.0;15638
Makro;902765200.0;FV 67313;Nicaragua;Redes Sociales;Cheque;Guantes de Arquero Nike;Hernando Portilla;2023-03-30;21600;10;7.7;2160
Super Selectos;;FV 122879;Peru;Punto de Venta;Efectivo;Guayos Nike Cr-86;Viviana Cano;2015-07-10;4646;1;9.7;4646
Tiendas Olímpica;901765437.0;FV 58079; Panama;Redes Sociales;Transferencia Electronica;Mountain Man Extreme;Lidia Bueno;2022-02-15;42500;16;9.9;2656
Bodega Aurrerá;890457811.0;FV 50572;Peru;Teléfono;Transferencia Electronica;Juego TrailChef Deluxe Cook;Bernardo Cifuentes;2021-04-03;55000;6;0.0;9167
Walmart;890342123.0;FV 131813;Panama;Telefono;Tarjeta de Credito;Guayos Nike Cr-28;Hernando Portilla;2017-07-02;55550;9;0.0;6172
Grupo Éxito;809765231.0;FV 130388;Peru;Punto de Venta;Transferencia Electronica;Set de Madera Lady Hailstorm Titanium;Viviana Cano;2017-03-25;30119;6;0.0;5020
Super 99;899087237.0;FV 130364;Nicaragua;Telefono;Efectivo;Guayos Nike Cr-14;Viviana Cano;2017-03-23;198895;15;0.0;13260
Unimarc;900434592.0;FV 107225;Ecuador;Punto de Venta;Cheque;GPS glaciar;Viviana Cano;2009-09-06;63627;7;0.0;9090
Automercados Plaza's;891009100.0;FV 44235;Panama;Teléfono;Efectivo;Termo de Bicicleta;Patricia Angarita;2024-09-25;91400;23;0.0;3974
Soriana;901345679.0;FV 147970;Guatemala;Punto de Venta;Transferencia Electronica;Guayos Nike Cr-9;Lidia Bueno;2020-10-07;147030;11;0.0;13366
Soriana;901345679.0;FV 64482;honduras;Redes Sociales;Transferencia Electronica;Palo Course Pro;Patricia Angarita;2022-11-12;35000;10;0.0;3500
Ara;901001382.0;FV 48783;Guatemala;Redes Sociales;Cheque;Casco de escalada de granito;Viviana Cano;2021-02-16;21000;2;12.0;10500
Ara;901001382.0;FV 113061;Colombia;Telefono;Efectivo;Kit de alivio compacto;Viviana Cano;2012-05-16;9043;2;0.0;4522
Hipermaxi;899453679.0;FV 51494;Peru;Redes Sociales;Transferencia Electronica;Juego TrailChef Deluxe Cook;Lidia Bueno;2021-04-26;55000;6;0.0;9167
Unimarc;900434592.0;FV 119427;Peru;Telefono;Transferencia Electronica;Guayos Nike Cr-95;Bernardo Cifuentes;2014-06-02;40727;3;0.0;13576
Automercados Plaza's;891009100.0;FV 46588;Ecuador;Punto de Venta;Efectivo;Set de Madera Lady Hailstorm Titanium;Guillermo Benavides;2024-12-20;135650;10;11.7;13565
Tiendas San Francisco;897345600.0;FV 143665;Panama;Punto de Venta;Cheque;BugShield Lotion Lite;Viviana Cano;2019-12-01;90476;11;0.0;8225
